CURVE,X,Y
227,0,0.1
293,0,0.13
482,0,0.17
475,0,0.17
184,0,0.15
345,0,0.19
226,0,0.2
151,0,0.18
52,0,0.15
26,0,0.1
394,0,0.21
382,0,0.21
473,0,0.23
322,0,0.23
472,0,0.26
393,0,0.28
381,0,0.28
491,0,0.32
485,0,0.32
481,0,0.34
474,0,0.34
452,0,0.3
380,0,0.51
209,0,0.39
140,0,0.3
54,0,0.25
484,0,0.68
210,0,0.61
185,0,0.6
53,0,0.6
28,0,0.2
11,0,0.2
323,0,0.77
281,0,0.8
94,0,0.7
346,0,0.81
430,0,0.85
424,0,0.85
294,0,0.87
160,0,0.82
152,0,0.82
81,0,0.8
27,0,0.7
10,0,0.7
9,0,0.1
211,0,200
216,0,200
216,10,627
216,20,611
216,30,597
216,40,589
216,50,584
216,60,580
216,80,574
216,90,570
216,110,558
216,120,551
216,140,539
216,150,531
216,160,524
216,170,516
216,200,495
216,220,479
216,230,472
216,270,448
216,290,438
425,0,275
431,0,275
431,10,666
431,20,643
431,30,632
431,40,627
431,50,624
431,60,615
431,70,603
431,80,590
431,90,573
431,100,554
431,110,534
431,120,518
431,130,503
431,140,487
303,0,275
303,10,699
303,20,675
303,30,664
303,40,660
303,50,655
303,60,643
303,70,630
303,80,612
303,90,590
303,100,566
303,130,509
295,0,275
192,0,250
192,10,677
192,20,642
192,30,626
192,40,622
192,50,619
192,60,614
192,70,608
192,80,600
192,90,591
192,100,581
192,120,559
192,130,550
192,140,538
192,160,510
186,0,250
453,0,250
453,10,677
453,20,642
453,30,626
453,40,622
453,50,619
453,60,614
453,70,608
453,80,600
453,90,591
453,100,581
453,120,559
453,130,550
453,140,538
453,160,510
383,0,349
395,0,349
395,10,529
395,20,518
395,30,505
395,40,494
395,50,485
395,60,478
395,70,472
395,80,468
395,90,465
395,100,463
395,110,460
395,120,458
395,130,455
395,140,453
395,170,444
395,180,440
395,190,437
395,200,433
395,210,430
395,240,418
395,250,415
395,260,410
395,290,398
153,0,300
161,0,300
161,10,645
161,20,628
161,30,614
161,40,605
161,50,600
161,60,597
161,70,593
161,80,590
161,90,585
161,100,579
161,120,565
161,130,559
161,140,552
161,180,520
161,190,513
161,220,489
161,240,475
161,270,457
161,290,447
17,0,1
24,0,1
24,5,1
24,6,0
486,0,474.5
265,0,474.5
282,0,474.5
282,10,207.8
282,20,196.8
282,30,194.2
282,40,193
282,50,190.2
282,60,186
282,70,180.2
282,80,174.5
282,90,165
492,0,474.5
492,10,831
492,20,787
492,30,777
492,40,772
492,50,761
492,60,744
492,80,698
492,90,660
271,0,474.5
271,10,831
271,20,787
271,30,777
271,40,772
271,50,761
271,60,744
271,80,698
271,90,660
324,0,449.5
331,0,449.5
331,10,797
331,20,769
331,30,756
331,40,751
331,50,747
331,60,736
331,70,722
331,80,706
331,90,686
331,100,664
331,110,639
331,120,621
331,140,583
246,0,449.5
246,10,797
246,20,769
246,30,756
246,40,751
246,50,747
246,60,736
246,70,722
246,80,706
246,90,686
246,100,664
246,110,639
246,120,621
246,140,583
240,0,449.5
362,0,500
121,0,500
141,0,500
141,10,212.5
141,20,205.2
141,30,203.2
141,40,201.5
141,50,196.5
141,60,189.5
141,70,179
141,80,169.5
141,90,159.5
367,0,500
367,10,850
367,20,821
367,30,813
367,40,806
367,50,786
367,60,758
367,70,716
367,80,678
367,90,638
127,0,500
127,10,850
127,20,821
127,30,813
127,40,806
127,50,786
127,60,758
127,70,716
127,80,678
127,90,638
95,0,350
101,0,350
101,10,739
101,20,716
101,30,701
101,40,694
101,60,686
101,70,679
101,80,669
101,100,647
101,110,634
101,120,620
101,130,605
101,140,589
101,150,575
101,160,563
101,170,552
101,180,542
101,190,530
101,200,519
101,210,509
101,220,500
531,0,650
509,0,650
514,0,650
514,10,870
514,20,839
514,30,830
514,40,825
514,50,809
514,60,788
514,70,757
514,80,717
514,90,686
514,100,651
79,9,0
80,9,0
80,10,1
80,11,0
259,79,0
439,79,0
439,80,0.15
313,79,0
313,80,0.13
261,79,0
261,80,0.1
341,79,0
341,80,0.23
440,79,0
440,80,0.85
342,79,0
342,80,0.77
343,79,0
343,80,1
338,79,0
338,80,1
338,100,1
338,101,0
314,79,0
314,80,0.87
262,79,0
262,80,0.7
260,79,0
260,80,0.2
263,79,0
263,80,1
256,79,0
256,80,1
256,100,1
256,101,0
438,79,0
438,80,30.9
438,90,32.4
438,100,34
438,110,35.4
438,120,36.7
438,140,39.1
521,79,0
521,80,35.1
521,90,37.2
521,100,39.4
445,79,0
445,80,50.4
445,90,57.5
445,100,64.2
445,110,70.2
445,120,75.7
445,130,80.9
445,140,85.6
319,79,0
319,80,58.1
319,90,66.3
319,100,73.8
319,110,80.7
319,120,87.1
319,130,92.9
310,79,0
310,80,31.9
310,100,35.3
310,120,38.3
310,130,39.7
255,79,0
255,80,30.9
255,110,35.4
255,120,36.7
255,140,39.1
528,79,0
528,80,91.8
528,90,104.1
528,100,116
444,79,0
444,80,100.8
444,90,115
444,100,128.4
444,110,140.4
444,120,151.5
444,130,161.7
444,140,171.2
318,79,0
318,80,116.2
318,90,132.7
318,100,147.6
318,110,161.3
318,120,174.1
318,130,185.7
435,79,0
435,80,75.6
435,90,86.2
435,100,96.3
435,110,105.3
435,120,113.6
435,130,121.3
435,140,128.4
307,79,0
307,80,75.6
307,90,86.2
307,100,95.9
307,110,104.8
307,120,113.2
307,130,120.7
252,79,0
252,80,60.4
252,90,68.8
252,100,76.9
252,110,84
252,120,90.7
252,130,96.8
252,140,102.5
527,79,0
527,80,183.6
527,90,208.2
527,100,232
519,79,0
519,80,211.1
519,90,239.5
519,100,266.8
446,79,0
446,80,353
446,90,402.4
446,100,449.6
446,110,491.2
446,120,530.2
446,130,565.9
446,140,599.1
335,79,0
335,80,138.9
335,90,158.3
335,100,176.8
335,110,193.3
335,120,208.6
335,130,222.7
335,140,235.7
320,79,0
320,80,406.9
320,90,464.4
